Site,Project,Project_Code,Stage,Site_Type,Resource_Oz_Au,Resource_Mt,Resource_Grade_gpt,Reserve_Oz_Au,Reserve_Mt,Reserve_Grade_gpt,Resource_Categories,Resource_Statuses,Estimate_Date,Distance_km,Nearest_FRS_Cluster,Dist_Edna_May_Mill_km,Dist_Lake_Johnston_Plant_km,Latitude,Longitude,Primary_Owner,All_Owners,N_Latest_Rows,N_Total_Historical
Taupo,Karonie,J05593,Undeveloped,Deposit,19850,0.441,1.4,0,0,0.0,Resource,Inferred,31/08/2021,33.6,28,369.5,237.6,-31.009652,122.566023,Alchemy Resources Ltd,Alchemy Resources Ltd (100.00%); GoldtrIBe Corporation Pty Ltd,1,1
Atriedes,Aldiss - Karonie,J00184,Care and Maintenance,Mine,19131,0.271,2.2,0,0,0.0,Resource,"Indicated, Inferred",30/06/1997,28.2,28,368.3,233.6,-31.065594,122.559585,MOTO GOLDMINES AUSTRALIA PTY LTD,MOTO GOLDMINES AUSTRALIA PTY LTD; Vault Minerals Limited (100.00%); Barrick Gold Corp.,2,3
Anomaly 38,New Bulong - Kal East,J01837,Undeveloped,Deposit,19117,0.308,1.93,0,0,0.0,Resource,Inferred,15/03/2020,11.7,25,305.7,214.0,-30.649366,121.811709,Black Cat (Bulong) Pty Ltd,Black Cat (Bulong) Pty Ltd; Vox Royalty Australia Pty Ltd (Royalties%); Black Cat Syndicate Limited (100.00%); Black Cat (Kal East) Pty Ltd,2,2
Johnsons Rest,Broads Dam,J00353,Undeveloped,Deposit,19004,0.23,2.57,19004,0.23,2.57,Reserve,Probable,31/12/2021,38.0,16,242.8,192.5,-30.554989,121.088744,Evolution Mining Limited,"Evolution Mining Limited (100.00%); Royal Gold, Inc. (Royalties%); Tivan Limited (Royalties%)",1,1
Raleigh,Kundana - White Flag,J00358,Shut,Mine,18872,0.006,97.83,2717,0.013,6.5,Resource,"Indicated, Measured",04/03/2015,34.1,15,250.9,179.5,-30.727556,121.243212,Evolution Mining Limited,Evolution Mining Limited (100.00%); Kundana Gold Pty Limited,2,49
Area 9,Kurnalpi,J03802,Undeveloped,Deposit,18808,0.234,2.5,0,0,0.0,Resource,Inferred,24/10/2018,30.7,25,344.8,244.6,-30.571303,122.210423,Kurnalpi Gold Pty Ltd,Kurnalpi Gold Pty Ltd (100.00%),1,1
Undaunted,Coolgardie,J00014,Undeveloped,Deposit,18781,0.382,1.53,0,0,0.0,Resource,Inferred,01/12/2023,15.0,15,239.0,151.2,-30.982554,121.180781,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,4
Atlas,Kalpini,J03265,Care and Maintenance,Mine,18599,0.468,1.24,0,0,0.0,Resource,"Indicated, Inferred",08/10/2012,32.9,25,326.2,244.3,-30.399148,121.948537,Horizon Minerals Limited,Horizon Minerals Limited (100.00%),2,5
Kundana South Group,EKJV,J01718,Undeveloped,Deposit,18570,0.304,1.9,0,0,0.0,Resource,Inferred,31/01/2000,34.6,15,252.2,179.7,-30.732267,121.259211,Rand Mining Limited,Rand Mining Limited (12.25%); TrIBune Resources Limited (36.75%); Evolution Mining Limited (51.00%); Gilt-Edged Mining NL; Evolution Mining (Mungari) Pty Ltd; Kundana Gold Pty Limited; Vox Royalty Australia Pty Ltd (Royalties%); Rand Exploration Nl,1,1
Black Cat South,Jaurdi - Cammi's Creek,J04253,Undeveloped,Deposit,18490,0.285,2.02,0,0,0.0,Resource,"Indicated, Inferred",31/12/2006,20.4,16,221.3,171.6,-30.708018,120.913111,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); Beacon Mining Pty Ltd,4,8
Halfway Hill,Kurnalpi,J03495,Undeveloped,Deposit,18037,0.51,1.1,0,0,0.0,Resource,Inferred,30/06/2016,32.7,25,345.4,248.0,-30.525056,122.202609,Northern Star Resources Ltd,"Northern Star Resources Ltd (100.00%); Northern Star (Carosue Dam) Pty Ltd; Royal Gold, Inc. (Royalties%); International Royalty Corporation (Royalties%)",1,4
Jarvis,Bulong - Jarvis,J01897,Care and Maintenance,Mine,17840,0.179,3.1,0,0,0.0,Resource,Indicated,31/03/1996,14.2,25,301.0,203.5,-30.753146,121.791305,Lakewood Mill Pty Ltd,Lakewood Mill Pty Ltd; Boulder Investments Group Pty Ltd (100.00%),1,1
Melanie,Coolgardie,J00014,Shut,Mine,17641,0.177,3.1,17641,0.177,3.1,Reserve,Proven,29/09/1995,11.7,15,221.0,135.4,-31.073077,121.005708,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,1
Startrek Central,EKJV,J01718,Undeveloped,Deposit,17408,0.141,3.84,0,0,0.0,Resource,Inferred,26/05/1997,34.6,15,252.2,179.7,-30.732267,121.259211,Rand Mining Limited,Rand Mining Limited (12.25%); TrIBune Resources Limited (36.75%); Evolution Mining Limited (51.00%); Gilt-Edged Mining NL; Evolution Mining (Mungari) Pty Ltd; Kundana Gold Pty Limited; Vox Royalty Australia Pty Ltd (Royalties%); Rand Exploration Nl,1,1
Empress North,Coolgardie,J00014,Shut,Mine,17406,0.113,4.79,10623,0.059,5.6,Resource,"Indicated, Inferred",07/02/2005,14.2,15,237.9,150.2,-30.988656,121.170512,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,3,11
Costello,Randalls - Mt Monger,J00251,Shut,Mine,17262,0.274,1.96,0,0,0.0,Resource,"Indicated, Inferred",30/06/2022,37.1,25,309.9,190.0,-31.027014,121.938512,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,2,10
Missouri E,Davyhurst,J00084,Undeveloped,Deposit,17133,0.204,2.61,0,0,0.0,Resource,"Indicated, Inferred",31/03/1997,46.8,29,247.2,225.3,-30.222018,120.957309,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",4,4
Giles,Davyhurst,J00084,Shut,Mine,17046,0.207,2.56,1608,0.01,5.0,Resource,"Inferred, Measured",30/06/2002,3.5,30,236.2,258.8,-29.880997,120.528513,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,8
Golden Virgin,Golden Virgin - Parker Range,J02634,Shut,Mine,16943,0.17,3.1,0,0,0.0,Resource,Inferred,01/12/2021,45.4,77,91.8,106.6,-31.632998,119.586036,Djo Minerals Pty Ltd,Djo Minerals Pty Ltd (100.00%),1,6
Golden Moly,Kanowna -Golden Valley,J00181,Undeveloped,Deposit,16804,0.475,1.1,0,0,0.0,Resource,Inferred,19/07/2016,42.0,25,280.9,207.4,-30.560681,121.511972,Perilya Ltd,Perilya Ltd; Cove Mining NL; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd (Royalties%); Northern Star (Kanowna) Pty Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd (Royalties%),1,1
Colour Dam,Colour Dam,J02983,Shut,Mine,16779,0.307,1.7,0,0,0.0,Resource,Inferred,20/10/2017,39.3,25,353.6,251.9,-30.55243,122.29983,Westex Resources Pty Ltd,Westex Resources Pty Ltd (10.00%); Kurnalpi Gold Pty Ltd (90.00%),1,2
Queen Lapage,Queen Lapage,J00307,Operating,Mine,16718,0.13,4.0,0,0,0.0,Resource,Inferred,01/05/1999,10.2,25,322.1,226.6,-30.616166,121.979807,G & D Mine Services Pty Ltd,G & D Mine Services Pty Ltd (100.00%),1,1
Newminster,Phillips Find,J01338,Operating,Mine,16700,0.149,3.48,2817,0.029,3.04,Resource,"Indicated, Inferred",16/01/2013,24.6,16,229.2,183.3,-30.610176,120.960888,Blue Tiger Mines Pty Ltd,"Blue Tiger Mines Pty Ltd; Royal Gold, Inc. (Royalties%); Horizon Minerals Limited (100.00%); Bml Ventures Pty Ltd",2,10
Queen Margaret,New Bulong - Kal East,J01837,Undeveloped,Deposit,16519,0.264,1.95,0,0,0.0,Resource,"Indicated, Inferred",18/02/2019,15.4,25,299.6,202.8,-30.750896,121.775607,Black Cat (Bulong) Pty Ltd,Black Cat (Bulong) Pty Ltd; Vox Royalty Australia Pty Ltd (Royalties%); Black Cat Syndicate Limited (100.00%); Black Cat (Kal East) Pty Ltd,4,4
Moriarty,Menzies,J02333,Undeveloped,Deposit,16397,0.085,6.0,0,0,0.0,Resource,Inferred,31/12/1998,5.1,29,287.0,273.7,-29.811158,121.142512,Rembrandt Mining Pty Ltd,Rembrandt Mining Pty Ltd (100.00%),1,1
Binduli,Binduli,J00019,Shut,Mine,16130,0.527,0.95,7663,0.211,1.13,Resource,Indicated,31/12/2003,39.0,15,262.8,175.2,-30.839006,121.403712,Norton Gold FIelds Pty Ltd,Norton Gold FIelds Pty Ltd (100.00%); Bellamel Mining Ltd; Zijin Mining Group; Paddington Gold Pty LIMIted; Vox Royalty Australia Pty Ltd (Royalties%),3,34
Steinway-St Helens,South Kalgoorlie Operations,J00276,Shut,Mine,16011,0.166,3.0,16011,0.166,3.0,Reserve,Probable,01/02/1996,38.0,15,261.5,161.5,-30.992345,121.421809,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,1
Golden Hope,South Kalgoorlie Operations,J00276,Undeveloped,Deposit,15982,0.271,1.83,0,0,0.0,Resource,Indicated,31/12/1989,49.4,25,279.4,167.1,-31.054247,121.62031,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,2,2
Woolshed S Ext,Paddington - Mt Pleasant,J00292,Proposed,Mine,15748,0.304,1.61,15748,0.304,1.61,Reserve,Probable,31/12/2014,49.6,15,255.0,196.3,-30.558661,121.226337,Norton Gold FIelds Pty Ltd,"Norton Gold FIelds Pty Ltd (100.00%); Royal Gold, Inc. (Royalties%); Zijin Mining Group; Keras Resources Plc; Paddington Gold Pty LIMIted",1,1
Startrek North,EKJV,J01718,Undeveloped,Deposit,15544,0.102,4.74,0,0,0.0,Resource,Inferred,26/05/1997,35.3,15,251.3,180.9,-30.714086,121.243609,Rand Mining Limited,Rand Mining Limited (12.25%); TrIBune Resources Limited (36.75%); Evolution Mining Limited (51.00%); Gilt-Edged Mining NL; Evolution Mining (Mungari) Pty Ltd; Kundana Gold Pty Limited; Vox Royalty Australia Pty Ltd (Royalties%); Rand Exploration Nl,1,1
Big Four,Goongarrie,J04881,Undeveloped,Deposit,15452,0.178,2.7,0,0,0.0,Resource,Inferred,14/05/2020,38.0,29,270.4,238.5,-30.148226,121.186411,Northern Star Resources Ltd,Northern Star Resources Ltd; Norton Gold FIelds Pty Ltd (Royalties%); Ardea Resources Limited (100.00%); Kalgoorlie Nickel Pty Ltd,1,2
Mutooroo,South Kalgoorlie Operations,J00276,Shut,Mine,15418,0.236,2.03,294,0.02,0.45,Resource,"Indicated, Inferred, Measured",30/06/2016,47.7,25,277.9,168.8,-31.020337,121.599307,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,3,8
Grafters,Bardoc Gold,J02816,Undeveloped,Deposit,15384,0.319,1.5,0,0,0.0,Resource,Inferred,11/12/2013,43.2,29,270.8,234.9,-30.189787,121.21731,Genesis Minerals Ltd,Genesis Minerals Ltd (100.00%),1,4
MacPhersons Reward,Coolgardie - MacPhersons,J00229,Operating,Mine,15360,0.316,1.51,14310,0.341,1.31,Resource,"Indicated, Measured",30/06/2025,16.9,15,240.4,150.6,-30.995995,121.198528,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); MacPhersons Reward Pty Ltd; China Hanking Holdings Limited; Hanking Australia Investment Pty Ltd; Forrestania Resources Limited,2,25
Copperhead Dumps,Cygnet Gold,J06925,Shut,Infrastructure,14789,0.23,2.0,0,0,0.0,Resource,Indicated,01/07/1993,42.9,77,55.3,188.2,-30.972976,119.13061,China Hanking Holdings Limited,"Royal Gold, Inc. (Royalties%); China Hanking Holdings Limited; Barto Gold Mining Pty Ltd; Cygnet Gold Pty Ltd (100.00%); International Royalty Corporation (Royalties%)",1,1
Grafters,Bardoc Gold,J02816,Undeveloped,Deposit,14685,0.261,1.75,0,0,0.0,Resource,Inferred,15/11/2013,42.8,29,270.7,235.2,-30.186253,121.214017,Genesis Minerals Ltd,Genesis Minerals Ltd (100.00%),1,1
Cannon,Bulong South,J03557,Care and Maintenance,Mine,14497,0.106,4.25,4709,0.071,2.05,Resource,"Indicated, Inferred, Measured",30/06/2017,20.4,25,297.0,196.3,-30.816306,121.763236,Horizon Minerals Limited,Haoma Mining NL (Royalties%); Horizon Minerals Limited (100.00%); Aurenne Group Proprietry Limited,3,26
Anthill,Paddington - Mt Pleasant,J00292,Shut,Mine,14468,0.1,4.5,0,0,0.0,Resource,Inferred,13/02/1989,35.5,16,239.6,199.4,-30.471536,121.013065,Norton Gold FIelds Pty Ltd,"Norton Gold FIelds Pty Ltd (100.00%); Royal Gold, Inc. (Royalties%); Zijin Mining Group; Keras Resources Plc; Paddington Gold Pty LIMIted",1,1
Hakes Find,Southern Cross Southern Zone,J06990,Shut,Mine,14468,0.3,1.5,0,0,0.0,Resource,Indicated,30/06/1998,15.1,77,59.9,147.7,-31.319825,119.328112,Broken Hill Metals Pty Ltd,Broken Hill Metals Pty Ltd; Emerald Resources (WA) Pty Ltd; Emerald Resources NL; Williams Kevin Andrew (Royalties%); Golden Horse Minerals Limited (100.00%); Golden Horse Minerals (Aust) Pty Ltd,1,2
Sparkle,Kurnalpi,J03495,Undeveloped,Deposit,14468,0.479,0.94,0,0,0.0,Resource,"Indicated, Inferred",21/02/2012,34.1,25,347.4,248.8,-30.534293,122.227754,Northern Star Resources Ltd,"Northern Star Resources Ltd (100.00%); Northern Star (Carosue Dam) Pty Ltd; Royal Gold, Inc. (Royalties%); International Royalty Corporation (Royalties%)",2,4
Grey Sapphire,Randalls - Mt Monger,J00251,Undeveloped,Deposit,14354,0.211,2.12,0,0,0.0,Resource,Inferred,31/07/2011,39.8,25,310.2,188.6,-31.050912,121.945556,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,1,1
Cookes,Coolgardie,J00014,Care and Maintenance,Mine,14246,0.167,2.65,0,0,0.0,Resource,"Indicated, Inferred",31/12/2019,15.5,15,239.5,151.7,-30.979736,121.185412,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,2,7
Golden Hope S,South Kalgoorlie Operations,J00276,Undeveloped,Deposit,14146,0.2,2.2,14146,0.2,2.2,Reserve,Probable,18/10/1995,49.4,25,279.6,167.2,-31.055617,121.622813,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,1,1
First Hit,Menzies,J01011,Shut,Mine,14102,0.139,3.16,0,0,0.0,Resource,"Indicated, Inferred",17/09/2004,15.6,29,285.9,284.5,-29.690617,121.020609,FMR INVESTMENTS PTY LIMITED,FMR INVESTMENTS PTY LIMITED; Brightstar Resources Limited (100.00%); Horizon Minerals Limited; Menzies Operational and Mining Pty Ltd; Bml Ventures Pty Ltd,2,4
Black Jack,Black Jack,J04148,Shut,Mine,14094,0.214,2.05,0,0,0.0,Resource,Inferred,30/08/2011,8.3,29,286.1,279.6,-29.743784,121.072719,Duffy Michael,Duffy Michael (100.00%); BMGS Menzies Pty Ltd,1,1
Hornet,EKJV,J01718,Operating,Mine,13908,0.083,5.21,0,0,0.0,Resource,"Indicated, Inferred, Measured",31/03/2021,33.5,15,252.2,178.1,-30.749643,121.264006,Rand Mining Limited,Rand Mining Limited (12.25%); TrIBune Resources Limited (36.75%); Evolution Mining Limited (51.00%); Gilt-Edged Mining NL; Evolution Mining (Mungari) Pty Ltd; Kundana Gold Pty Limited; Vox Royalty Australia Pty Ltd (Royalties%); Rand Exploration Nl,3,43
Callion,Minestat Mining Centres,J02199,Shut,Mine,13879,0.169,2.55,0,0,0.0,Resource,"Indicated, Inferred",30/06/2008,29.8,30,223.4,232.6,-30.117851,120.583111,,,2,2
Argonaut,Aldiss - Karonie,J00184,Undeveloped,Deposit,13839,0.191,2.25,0,0,0.0,Resource,"Indicated, Inferred",23/04/1998,15.0,28,368.4,226.2,-31.210105,122.572315,MOTO GOLDMINES AUSTRALIA PTY LTD,MOTO GOLDMINES AUSTRALIA PTY LTD; Vault Minerals Limited (100.00%); Barrick Gold Corp.,2,2
Davyhurst-Lights of Israel,Davyhurst,J00084,Shut,Mine,13741,0.264,1.62,0,0,0.0,Resource,"Indicated, Inferred, Measured",30/06/2001,24.3,30,235.4,242.9,-30.029257,120.661707,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",4,4
Mt Banjo,None,None,Proposed,Mine,13732,0.235,1.82,0,0,0.0,Resource,"Indicated, Inferred",30/06/2021,36.0,30,226.1,228.7,-30.156678,120.650912,,,2,4
Mt Banjo,Davyhurst,J00084,Undeveloped,Deposit,13732,0.235,1.82,0,0,0.0,Resource,"Indicated, Inferred",01/07/2025,36.0,30,226.1,228.7,-30.156701,120.650874,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,2
King,Erayinia/King,J03914,Undeveloped,Deposit,13571,0.201,2.1,0,0,0.0,Resource,Inferred,07/01/2026,12.2,28,381.0,228.3,-31.398842,122.708872,Image Resources NL,Image Resources NL (100.00%),1,1
Frasers UG,Marvel Loch - Southern Cross,J00226,Operating,Mine,13503,0.1,4.2,0,0,0.0,Resource,Inferred,30/06/1997,11.9,77,60.6,153.6,-31.239545,119.33121,Minjar Gold Pty Ltd,"Newcrest Mining Limited (Royalties%); Adelong Gold Limited (Royalties%); Minjar Gold Pty Ltd; Royal Gold, Inc. (Royalties%); Barto Gold Mining Pty Ltd (100.00%); Shandong Tianye Group Bid Co Pty Ltd; International Royalty Corporation (Royalties%)",1,3
Bayleys Reward,Coolgardie,J00014,Shut,Mine,13503,0.35,1.2,0,0,0.0,Resource,Indicated,01/08/1992,15.5,15,240.0,155.4,-30.942382,121.18331,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,1
New Mexico,Davyhurst,J00084,Shut,Mine,13310,0.128,3.23,0,0,0.0,Resource,Indicated,31/03/1997,44.7,16,242.0,215.4,-30.312027,120.952808,Beacon Minerals Limited,"Beacon Minerals Limited; Siberia Mining Corporation Pty Ltd; Wesfarmers Chemicals, Energy & Fertilisers Limited; Carnegie Gold Pty Ltd; Ora Banda Mining Ltd (100.00%); Davyston Exploration Pty Ltd",2,2
Mungari,South Kalgoorlie Operations,J00276,Undeveloped,Deposit,13272,0.18,2.3,0,0,0.0,Resource,"Indicated, Inferred",30/06/2016,29.9,15,254.2,166.8,-30.887555,121.32281,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,2,5
Aspen,Aldiss - Karonie,J00184,Undeveloped,Deposit,13272,0.251,1.64,0,0,0.0,Resource,"Indicated, Inferred",30/06/2020,26.8,28,367.4,231.8,-31.084686,122.551913,MOTO GOLDMINES AUSTRALIA PTY LTD,MOTO GOLDMINES AUSTRALIA PTY LTD; Vault Minerals Limited (100.00%); Barrick Gold Corp.,2,2
Dazzle,Kurnalpi,J03495,Undeveloped,Deposit,13143,0.511,0.8,0,0,0.0,Resource,Inferred,21/02/2012,34.4,25,347.4,249.2,-30.528218,122.225955,Northern Star Resources Ltd,"Northern Star Resources Ltd (100.00%); Northern Star (Carosue Dam) Pty Ltd; Royal Gold, Inc. (Royalties%); International Royalty Corporation (Royalties%)",1,2
Pumphrey,Coolgardie - MacPhersons,J00229,Undeveloped,Deposit,13137,0.423,0.97,0,0,0.0,Resource,"Indicated, Inferred",02/12/2020,16.5,15,239.6,149.4,-31.004919,121.191206,Beacon Minerals Limited,Beacon Minerals Limited (100.00%); MacPhersons Reward Pty Ltd; China Hanking Holdings Limited; Hanking Australia Investment Pty Ltd; Forrestania Resources Limited,2,2
Whitehaven,Zuleika North - Ora Banda,J03563,Undeveloped,Deposit,13118,0.3,1.36,0,0,0.0,Resource,Inferred,31/12/2015,47.2,16,249.1,212.8,-30.358647,121.062916,Evolution Mining Limited,Evolution Mining Limited (100.00%),1,1
Blue Funnel Pit,Broads Dam South - Blue Funnel,J00023,Shut,Mine,13085,0.11,3.7,13085,0.11,3.7,Reserve,Proven,30/06/1992,40.6,16,245.0,190.5,-30.58384,121.12576,Evolution Mining Limited,Evolution Mining Limited (100.00%),1,1
Santa,Randalls - Mt Monger,J00251,Operating,Mine,13015,0.044,9.2,0,0,0.0,Resource,Indicated,30/06/2000,47.3,25,335.4,208.3,-31.040601,122.209746,Vault Minerals Limited,Vault Minerals Limited (100.00%); Silver Lake (Integra) Pty Limited; Silver Lake Resources Ltd; Golden Mile Milling Pty Ltd,1,4
Pinner,Bulong South,J03557,Undeveloped,Deposit,12819,0.33,1.21,0,0,0.0,Resource,"Indicated, Inferred",25/07/2024,20.7,25,296.8,196.1,-30.818832,121.762227,Horizon Minerals Limited,Haoma Mining NL (Royalties%); Horizon Minerals Limited (100.00%); Aurenne Group Proprietry Limited,2,3
Griffiths,Coolgardie,J00014,Undeveloped,Deposit,12664,0.143,2.75,0,0,0.0,Resource,Inferred,31/12/2019,14.6,15,238.4,150.5,-30.987985,121.175757,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,2,2
Paradigm East,Zuleika,J05365,Undeveloped,Deposit,12593,0.288,1.36,0,0,0.0,Resource,Inferred,28/01/2026,31.4,16,234.7,198.4,-30.469158,120.956277,Zuleika Gold Limited,Zuleika Gold Limited (100.00%); GoldFIelds Mining Group Pty Ltd,1,1
Comet Hills,Coolgardie,J00014,Undeveloped,Deposit,12480,0.341,1.14,0,0,0.0,Resource,Inferred,13/02/2025,8.2,15,227.4,141.7,-31.033015,121.067354,Focus Minerals Ltd,Focus Minerals Ltd (100.00%); Connected Minerals Limited (Royalties%); Horizon Minerals Limited,1,1
Ada Ann,Eastern Goldfields,J05936,Undeveloped,Deposit,12435,0.232,1.67,0,0,0.0,Resource,Inferred,18/08/2025,22.2,15,239.2,168.7,-30.79559,121.137987,Fenton & Martin Mining Developments Pty Ltd,Fenton & Martin Mining Developments Pty Ltd; Australian Live-Stock Suppliers Pty Ltd (Royalties%); Forrestania Resources Limited (100.00%); Amery Holdings Pty Ltd; Outback Minerals Pty Ltd; Bradley Joseph (Royalties%); Mcghie Bradley John (Royalties%); Diggers & Dealers Mining Pty Ltd (Royalties%),1,1
First Hit,Riverina East,J04984,Shut,Mine,12292,0.053,7.2,0,0,0.0,Resource,Inferred,10/06/2025,22.0,30,255.7,282.2,-29.67185,120.576959,Ramelius Resources Ltd,Ramelius Resources Ltd; Spectrum Metals Limited; Viking Mines Limited (100.00%); Red Dirt Mining Pty Ltd; Baudin Resources Pty Ltd; Byrne Simon Gary,1,4
Woodline 1,South Kalgoorlie Operations,J00276,Shut,Mine,12208,0.128,2.97,0,0,0.0,Resource,"Indicated, Inferred",30/06/2007,37.0,25,295.7,181.6,-31.005267,121.78551,Black Mountain Gold Limited,Black Mountain Gold Limited; Northern Star Resources Ltd (100.00%); Northern Star (Klv) Pty Ltd; Northern Star (HBJ) Pty Ltd; Horizon Minerals Limited; Northern Star (South Kalgoorlie) Pty Ltd; Northern Star (Hampton Gold Mining Areas) Limited; Northern Star (Saracen Kalgoorlie) Pty Ltd,2,4
